bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
4398,CliffsNotes on Steinbeck's The Grapes of Wrath,Kelly McGrath Vlcek/CliffsNotes/John Steinbeck,3.81,0764585967,9780764585968,eng,112,30,5,6/5/2000,Cliffs Notes
4399,The Grapes of Wrath,John Steinbeck,3.96,0582461537,9780582461536,eng,597,37,8,3/1/2001,Longman Schools Division (a Pearson Education Company)
4404,American Gods,Neil Gaiman,4.11,0060010606,9780060010607,eng,635,1211,169,6/1/2001,PerfectBound (HarperCollins)
4405,American Gospel: God  the Founding Fathers  and the Making of a Nation,Jon Meacham,3.80,1400065550,9781400065554,eng,399,1876,244,4/4/2006,Random House (NY)
4407,American Gods (American Gods  #1),Neil Gaiman,4.11,0747263744,9780747263746,eng,635,383045,15962,3/4/2005,Headline Review
4408,East of Eden,John Steinbeck,4.37,0142004235,9780142004234,eng,601,3942,396,6/18/2002,Penguin Books
4411,Eden in the East: The Drowned Continent of Southeast Asia,Stephen Oppenheimer,3.98,0753806797,9780753806791,eng,575,99,15,7/1/1999,Orion Publishing
4415,East Of Eden,John Steinbeck,4.37,0553116088,9780553116083,eng,691,83,18,1/1/1977,Bantam Books
4417,Who Was John F. Kennedy?,Yona Zeldis McDonough/Nancy Harrison/Jill Weber,4.18,0448437430,9780448437439,eng,112,679,116,12/29/2004,Grosset & Dunlap
4418,The Radical Right & the Murder of John F. Kennedy: Stunning Evidence in the Assassination of the President,Harrison Edward Livingstone,3.22,1412040558,9781412040556,en-US,615,9,0,10/6/2004,Trafford Publishing
4424,An Unfinished Life: John F. Kennedy  1917-1963,Robert Dallek,4.07,0316907928,9780316907927,en-US,849,7981,307,5/4/2004,Back Bay Books
4434,Sellevision,Augusten Burroughs,3.56,1843543648,9781843543640,eng,229,175,9,1/1/2006,Atlantic
4435,Dry,Augusten Burroughs,4.03,1843541858,9781843541851,eng,295,1158,91,3/1/2005,Atlantic
4436,Running with Scissors,Augusten Burroughs,3.72,1843544857,9781843544852,en-GB,320,667,70,11/4/2006,Atlantic Books
4451,People of the Lie: The Hope for Healing Human Evil,M. Scott Peck,3.98,0684848597,9780684848594,en-CA,272,6256,459,1/2/1998,Touchstone
4454,The Road Less Traveled: A New Psychology of Love  Traditional Values  and Spiritual Growth,M. Scott Peck,4.05,0743243153,9780743243155,en-US,318,1314,98,2/4/2003,Touchstone
4465,The Adventures of Sherlock Holmes,Arthur Conan Doyle,4.36,1842055062,9781842055069,eng,189,5906,140,1/1/2004,Geddes & Grosset
4472,A Prayer for Owen Meany,John Irving,4.23,0679642595,9780679642596,eng,641,1073,97,6/4/2002,Modern Library
4477,Complications: A Surgeon's Notes on an Imperfect Science,Atul Gawande/Susanne Kuhlmann-Krieg,4.26,0312421702,9780312421700,eng,270,33828,2237,4/1/2003,Picador USA
4479,Sad Underwear and Other Complications: More Poems for Children and Their Parents,Judith Viorst/Richard  Hull,3.91,0689833768,9780689833762,en-US,80,109,13,4/1/2000,Atheneum Books for Young Readers
4487,Bridget Jones: The Edge Of Reason (Bridget Jones #2),Helen Fielding,3.57,033036734X,9780330367349,eng,422,965,49,11/18/1999,Picador  Macmillan Publishers Ltd
4488,Bridget Jones's Guide to Life,Helen Fielding,3.49,0142000213,9780142000212,en-US,64,1104,34,4/1/2001,Penguin Books
4515,Las luces de septiembre (Niebla  #3),Carlos Ruiz Zafón,3.77,8423671267,9788423671267,spa,279,5119,217,10/1/2005,Edebé
4519,A Framework for Understanding Poverty,Ruby K. Payne,3.90,1929229488,9781929229482,eng,199,3690,518,2/9/2006,AHA! Process
4520,El príncipe de la niebla (Trilogía de la Niebla  #1),Carlos Ruiz Zafón,3.70,0061284386,9780061284380,spa,230,3602,325,11/21/2006,Rayo
4524,The Shadow of the Wind,Carlos Ruiz Zafón/Lucia Graves,4.26,0753819317,9780753819319,eng,403,1278,175,10/28/2004,Phoenix
4525,Ruby for Rails: Ruby Techniques for Rails Developers,David A. Black/David Heinemeier Hansson,3.77,1932394699,9781932394696,eng,493,180,10,5/11/2006,Manning Publications
4540,About the B'nai Bagels,E.L. Konigsburg,3.57,0440400341,9780440400349,eng,172,308,30,3/1/1985,Dell
4579,The Far Side of Evil,Sylvia Engdahl,3.98,0142402931,9780142402931,eng,324,60,9,1/13/2005,Firebird
4580,Enchantress from the Stars,Sylvia Engdahl/Lois Lowry,3.95,0142500372,9780142500378,eng,304,2045,230,2/24/2003,Firebird
4583,Everything Is Illuminated,Jonathan Safran Foer,3.90,0060792175,9780060792176,eng,276,1764,191,8/23/2005,Harper Perennial
4584,Everything Is Illuminated,Jonathan Safran Foer,3.90,0141008253,9780141008257,eng,276,5210,522,6/5/2003,Penguin Group
4588,Extremely Loud and Incredibly Close,Jonathan Safran Foer,3.98,0618711651,9780618711659,eng,326,335477,19241,4/4/2006,Mariner Books
4591,Genome: the Autobiography of a Species in 23 Chapters,Matt Ridley,4.04,0060894083,9780060894085,eng,344,20695,714,5/30/2006,Harper Perennial
4593,Bioinformatics: Sequence and Genome Analysis,David W. Mount,3.86,0879697121,9780879697129,en-US,692,63,3,8/16/2004,Cold Spring Harbor Laboratory Press
4595,The Genome War: How Craig Venter Tried to Capture the Code of Life and Save the World,James Shreeve,3.83,0345433742,9780345433749,eng,392,272,23,6/28/2005,Ballantine Books
4599,Carter Beats the Devil,Glen David Gold,4.09,0786886323,9780786886326,eng,483,11095,880,9/18/2002,Hyperion
4600,Moo  Baa  La La La!,Sandra Boynton,4.20,0689861133,9780689861130,eng,14,28925,527,9/6/2004,Simon & Schuster Childrens Books
4601,Click  Clack  Moo: Cows That Type,Doreen Cronin/Betsy Lewin,4.24,0743461517,9780743461511,eng,30,348,33,6/1/2003,Pocket Books
4602,Dooby Dooby Moo,Doreen Cronin/Betsy Lewin,4.10,0689845073,9780689845079,eng,40,7823,250,8/8/2006,Atheneum Books for Young Readers
4605,Moo,Jane Smiley,3.46,2743604913,9782743604912,fre,482,6441,492,6/1/1999,Rivages
4606,Sailor Moo: Cow at Sea,Lisa Wheeler/Ponder Goembel,4.07,0689842198,9780689842191,eng,32,161,41,7/1/2002,Atheneum/Richard Jackson Books
4608,CliffsNotes on Heller's Catch-22,Charles A. Peek/CliffsNotes/Joseph Heller,3.55,0822002965,9780822002963,eng,48,37,1,12/31/1975,Cliffs Notes
4610,Catch-22,Joseph Heller,3.98,0099477319,9780099477310,eng,519,5517,452,10/6/1994,Vintage
4620,Geisha,Liza Dalby,4.00,0520204956,9780520204959,eng,367,3730,142,10/1/1998,University of California Press
4623,Does Anything Eat Wasps?: And 101 Other Unsettling  Witty Answers to Questions You Never Thought You Wanted to Ask,New Scientist/Mick O'Hare,3.52,0743297261,9780743297264,en-US,224,606,45,4/5/2006,Atria Books
4624,Chronik eines angekündigten Todes,Gabriel García Márquez/Curt Meyer-Clason,3.97,3462031953,9783462031959,ger,119,11,1,8/1/2002,Kiepenheuer & Witsch
4625,The Complete Short Stories of Ernest Hemingway,Ernest Hemingway/John Hemingway/Patrick Hemingway/Gregory H. Hemingway/Charles Scribner Jr.,4.29,0684843323,9780684843322,eng,650,30081,649,8/3/1998,Scribner
4626,Hemingway & Bailey's Bartending Guide to Great American Writers,Mark Bailey/Edward Hemingway,3.90,1565124820,9781565124820,eng,97,132,24,10/13/2006,Algonquin Books
4627,For Whom The Bell Tolls,Ernest Hemingway,3.97,0099481561,9780099481560,en-GB,490,162,7,5/5/2005,Vintage Classics
4631,A Moveable Feast,Ernest Hemingway,4.04,0099285045,9780099285045,eng,192,82993,4808,9/6/2012,Vintage
4633,Islands in the Stream,Ernest Hemingway,3.88,0743253426,9780743253420,eng,448,11265,471,7/22/2003,Scribner
4637,Berlin Blues,Sven Regener/John Brownjohn,3.87,0099449234,9780099449232,eng,247,186,24,11/4/2004,Vintage
4641,The Short Stories,Ernest Hemingway,4.26,0684837862,9780684837864,en-US,464,219,21,7/25/2002,Scribner Classics
4642,Hemingway's Cats: An Illustrated Biography,Carlene Fredericka Brennen/Hilary Hemingway,3.82,1561643424,9781561643424,eng,185,45,9,1/1/2005,Pineapple Press
4651,The Ernest Hemingway Audio Collection,Ernest Hemingway/Charlton Heston,4.30,0694524980,9780694524983,en-US,4,43,6,5/8/2001,Caedmon
4653,Until I Find You,John Irving,3.63,0552773123,9780552773126,eng,928,198,33,8/1/2006,Black Swan
4654,The Imaginary Girlfriend,John Irving,3.42,0345458265,9780345458261,eng,208,1841,112,12/3/2002,Ballantine Books
4656,The Fourth Hand,John Irving,3.31,0345463153,9780345463159,eng,368,25257,977,4/29/2003,Fawcett Books
4657,The Water-Method Man,John Irving,3.35,034541800X,9780345418005,eng,272,10479,251,6/23/1997,Ballantine Books
4658,Setting Free the Bears,John Irving,3.30,0345417984,9780345417985,eng,304,8896,217,6/23/1997,Ballantine Books
4660,The 158-Pound Marriage,John Irving,3.24,0345417968,9780345417961,en-US,176,11346,280,6/23/1997,Ballantine Books
4662,The Short Stories,F. Scott Fitzgerald/Matthew J. Bruccoli,4.23,0684842505,9780684842509,eng,800,12039,164,4/15/1998,Scribner
4664,A Life in Letters,F. Scott Fitzgerald/Matthew J. Bruccoli,4.22,0684801531,9780684801537,eng,528,186,13,5/3/1995,Scribner
4666,On Authorship,F. Scott Fitzgerald/Matthew J. Bruccoli/Judith S. Baughman,3.75,1570031460,9781570031465,eng,203,8,1,9/1/1996,University of South Carolina Press
4669,The St. Paul Stories of F. Scott Fitzgerald,F. Scott Fitzgerald/Dave Page/Patricia Hampl,4.00,0873515129,9780873515122,en-US,328,100,11,9/24/2004,Minnesota Historical Society Press
4670,Tender is the Night,F. Scott Fitzgerald/Arnold Goldman/Richard Godden,3.82,0141183594,9780141183596,en-GB,400,1354,140,6/28/2001,Penguin Classics
4673,The Great Gatsby,Kathleen Parkinson/F. Scott Fitzgerald,3.88,0140771972,9780140771978,eng,144,557,28,11/25/2003,Penguin Global
4674,The Great Gatsby,F. Scott Fitzgerald/Tim Robbins,3.91,0060098910,9780060098919,eng,6,258,58,10/1/2002,Caedmon
4675,The Great Gatsby,F. Scott Fitzgerald/Alexander Scourby,3.91,1572702567,9781572702561,eng,4,63,13,3/13/2002,Audio Partners
4676,Cliffs Notes on Fitzgerald's the Great Gatsby,Kate Maurer/F. Scott Fitzgerald/CliffsNotes,3.70,0764586017,9780764586019,eng,96,78,13,6/5/2000,Cliffs Notes
4677,The Great Gatsby,F. Scott Fitzgerald,3.91,0140620184,9780140620184,eng,188,2729,245,1/13/1994,Penguin Books
4680,Limitations (Kindle County Legal Thriller #7),Scott Turow,3.33,0312426453,9780312426453,eng,208,1750,228,11/14/2006,Picador
4681,Reversible Errors (Kindle County Legal Thriller #6),Scott Turow,3.83,0446612626,9780446612623,eng,553,5073,222,11/1/2003,Warner Vision
4682,The Laws Of Our Fathers (Kindle County Legal Thriller #4),Scott Turow,3.75,0446604402,9780446604406,eng,817,3655,162,9/1/1997,Grand Central Publishing
4683,Personal Injuries (Kindle County Legal Thriller #5),Scott Turow,3.86,0446608602,9780446608602,eng,528,5163,179,12/1/2000,Warner Books (NY)
4685,One L: The Turbulent True Story of a First Year at Harvard Law School,Scott Turow,3.67,0446673781,9780446673785,eng,288,6093,447,9/1/1997,Warner Books (NY)
4686,Ultimate Punishment,Scott Turow,3.81,031242373X,9780312423735,eng,176,506,50,8/1/2004,St. Martins Press-3PL
4692,The Physician (Cole Family Trilogy  #1),Noah Gordon,4.37,0751503894,9780751503890,eng,720,23114,1175,7/1/2001,Little  Brown Book Group
4693,Matters of Choice (Cole Family Trilogy  #3),Noah Gordon/Mirjana Cvekić/Ljiljana Cvekić,3.39,0451187261,9780451187260,eng,448,2680,142,5/1/1997,Signet
4695,The Rabbi,Noah Gordon,3.69,0449214540,9780449214541,eng,448,921,44,8/12/1987,Fawcett
4696,The Last Jew,Noah Gordon/Mirjana Cvekić/Ljiljana Cvekić,4.10,0312300530,9780312300531,eng,352,4360,189,8/15/2000,St. Martin's Griffin
4698,The Frequencies,Noah Eli Gordon,4.32,0974016713,9780974016719,eng,81,69,8,1/1/2003,Tougher Disguises
4700,Chamán (Familia Cole  #2),Noah Gordon/Elsa Mateo,4.12,849654642X,9788496546424,spa,768,493,24,6/30/2006,Zeta Bolsillo
4703,The Talking Horse and the Sad Girl and the Village Under the Sea: Poems,Mark Haddon,3.31,0307275698,9780307275691,eng,60,418,37,4/11/2006,Vintage
4704,Ocean Star Express,Mark Haddon/Peter   Sutton,3.57,000664600X,9780006646006,eng,32,1,0,7/1/2002,HarperCollins UK
4714,The Damned and the Beautiful: American Youth in the 1920's,Paula S. Fass,3.76,0195024923,9780195024920,spa,520,83,14,2/19/1978,Oxford University Press  USA
4717,This Side of Paradise (Paradise  #1),Steven L. Layne,3.73,1589802543,9781589802544,eng,224,549,80,3/31/2005,Pelican Publishing
4723,Trimalchio,F. Scott Fitzgerald/James L.W. West III,4.42,0521890470,9780521890472,eng,214,41,4,4/25/2002,Cambridge University Press
4738,Souvenir of Canada 2,Douglas Coupland,3.83,1553650433,9781553650430,eng,144,332,9,5/10/2004,Douglas  McIntyre
4739,Souvenir of Canada,Douglas Coupland,3.85,1550549170,9781550549171,en-US,144,893,34,7/1/2002,Douglas  McIntyre
4742,The Illustrated Art of War,Sun Tzu/Samuel B. Griffith,3.97,019518999X,9780195189995,eng,272,91,11,10/15/2005,Oxford University Press  USA
4745,World War 3 Illustrated: Confrontational Comics,Scott   Cunningham/Peter Kuper/Seth Tobocman/Sabrina Jones,3.85,1568580398,9781568580395,eng,256,20,2,10/17/1995,Running Press
4746,Master Index: An Illustrated Guide,Time-Life Books,3.56,0809447967,9780809447961,eng,175,16,1,9/1/1993,Time-Life Books  Inc.
4752,A New Hope: The Illustrated Screenplay (Star Wars  Episode IV),George Lucas,4.23,0345420691,9780345420695,eng,166,11,0,3/24/1998,Del Rey
4764,Soul of the Sword: An Illustrated History of Weaponry and Warfare from Prehistory to the Present,Robert L. O'Connell/John    Batchelor,3.75,0684844079,9780684844077,en-US,400,55,5,8/27/2002,Free Press
4767,Star Wars Episode 1: The Phantom Menace Illustrated Screenplay,George Lucas,3.92,0345431103,9780345431103,eng,150,259,9,4/21/1999,Del Rey Books
4777,Warfare in the Classical World: An Illustrated Encyclopedia of Weapons  Warriors  and Warfare in the Ancient Civilizations of Greece and Rome,John Warry/Phillip de ste. Croix,4.14,0806127945,9780806127941,eng,224,383,19,10/15/1995,University of Oklahoma Press
4796,The Winter of Our Discontent,John Steinbeck/Susan Shillinglaw,3.99,0143039482,9780143039488,eng,336,32091,1517,8/26/2008,Penguin Classics
4799,Cannery Row,John Steinbeck,4.04,014200068X,9780142000687,eng,181,96408,3909,2/5/2002,Penguin Books
4801,The Grapes of Wrath and Other Writings 1936–1941: The Long Valley / The Grapes of Wrath / The Log from the Sea of Cortez / The Harvest Gypsies,John Steinbeck/Elaine Steinbeck/Robert DeMott,4.41,1883011159,9781883011154,eng,1088,884,25,9/1/1996,Library of America
4802,Tortilla Flat,John Steinbeck,3.83,0141185112,9780141185118,en-GB,154,438,38,9/7/2000,Penguin Classics
4803,The Log from the Sea of Cortez,John Steinbeck/Richard Astro,3.84,0141186070,9780141186078,eng,288,3427,276,1/18/2001,Penguin Books Ltd
4805,The Illustrated Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel/William J.H. Andrewes/William J. H. Andrewes,3.97,0802775934,9780802775931,eng,224,179,20,10/1/2003,Walker Books
4806,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel/Neil Armstrong,3.97,0802714625,9780802714626,eng,192,47453,1865,10/1/2005,Walker Books
4808,Latitude and Longitude (Rookie Read-About Geography),Rebecca Aberg/Jeanne Clidas,3.53,0516277650,9780516277653,eng,32,1,0,9/1/2003,Children's Press(CT)
4812,The Quest for Longitude: The Proceedings of the Longitude Symposium  Harvard University  Cambridge  Massachusetts  November 4-6  1993,William Andrewes,4.50,0964432900,9780964432901,eng,437,10,2,10/1/1996,Collection of Historical Scientific Instruments
4813,1421: The Year China Discovered America,Gavin Menzies,3.60,006054094X,9780060540944,eng,650,11751,893,1/1/2004,Harper Perennial (NYC)
4817,Dr. Desirable,Kristi Gold,3.27,0373764219,9780373764211,eng,192,20,1,1/25/2002,Silhouette Desire
4820,Mayflower: A Story of Courage  Community  and War,Nathaniel Philbrick,3.87,0670037605,9780670037605,eng,461,31384,2255,5/9/2006,Viking
4824,Before the Mayflower: A History of Black America,Lerone Bennett Jr.,4.44,0874850916,9780874850918,eng,796,6,2,10/23/2003,Johnson Publishing Company (IL)
4829,Before The Mayflower A History of Black America,Lerone Bennett Jr.,4.44,0140072144,9780140072143,en-US,70,26,1,5/1/1984,Penguin Books
4830,Shalimar the Clown,Salman Rushdie,3.88,0679783482,9780679783480,eng,398,11418,743,10/10/2006,Random House Trade
4832,Midnight's Children,Salman Rushdie,3.98,0330267140,9780330267144,eng,463,364,46,4/8/1982,Picador
4835,Haroun and the Sea of Stories (Khalifa Brothers  #1),Salman Rushdie/Paul Birkbeck,4.01,0670886580,9780670886586,eng,224,22378,1613,8/27/1999,Viking Children's Books
4836,Fury,Salman Rushdie,3.29,0099421860,9780099421863,eng,272,6711,354,9/5/2002,Vintage
4845,Code Complete,Steve McConnell,4.29,0735619670,9780735619678,en-US,914,7059,326,6/19/2004,Microsoft Press
4864,Dale Carnegie's Lifetime Plan for Success: How to Win Friends and Influence People & How to Stop Worrying and Start Living,Dale Carnegie,4.17,1578660394,9781578660391,eng,538,111,6,6/15/1998,Galahad Books
4866,How to Stop Worrying and Start Living,Dale Carnegie,4.12,0671035975,9780671035976,eng,358,61639,1607,10/5/2004,Gallery Books
4870,How To Enjoy Your Life And Your Job,Dale Carnegie/Dorothy Carnegie,3.96,0671708260,9780671708269,eng,224,1907,121,1/2/1990,Pocket Books
4873,The Leader In You: How to Win Friends  Influence People and Succeed in a Changing World,Dale Carnegie/Stuart R. Levine/Michael A. Crom,4.08,0671519980,9780671519988,eng,256,3713,103,5/1/1995,Pocket Books
4887,The Drama of the Gifted Child: The Search for the True Self,Alice   Miller/Ruth Ward,4.09,0465016901,9780465016907,eng,144,12436,619,7/22/2008,Basic Books
4888,The Drama of the Gifted Child: The Search for the True Self,Alice   Miller,4.09,046501691X,9780465016914,en-US,118,97,10,6/1/1983,Basic Books
4894,Who Moved My Cheese?,Spencer Johnson/Kenneth H. Blanchard,3.80,0091883768,9780091883768,eng,96,311436,8421,2/7/2002,Vermilion
4898,Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant,W. Chan Kim/Renée Mauborgne,3.91,1591396190,9781591396192,eng,240,46064,871,2/1/2005,Harvard Business Review Press
4900,Heart of Darkness,Joseph Conrad,3.42,1892295490,9781892295491,eng,188,321078,8423,10/1/2003,Green Integer
4906,Heart of Darkness and Other Tales,Joseph Conrad/Cedric Watts,3.58,0192801724,9780192801722,eng,225,3761,177,9/25/2003,Oxford University Press
4907,Heart of Darkness,Joseph Conrad,3.42,159224646X,9781592246465,eng,132,92,11,5/1/2003,Wildside Press
4909,Teacher Man (Frank McCourt  #3),Frank McCourt,3.75,0743243781,9780743243780,eng,272,26508,2019,9/19/2006,Scribner
4916,Angela's Ashes,Frank McCourt,4.11,0007718721,9780007718726,eng,224,711,64,12/17/1998,Simon & Schuster
4921,Three Men in a Boat (Three Men  #1),Jerome K. Jerome,3.89,0140621334,9780140621334,eng,185,38313,2811,10/1/1994,Penguin Books
4922,Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome,3.89,0486451100,9780486451107,eng,144,213,32,6/16/2006,Dover Publications
4924,Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome,3.89,1904919529,9781904919520,eng,272,52,8,3/1/2005,Collectors Library
4925,Three Men in a Boat,Jerome K. Jerome,3.89,0141441216,9780141441214,eng,178,786,125,3/25/2004,Penguin Classics
4926,Three Men in a Boat and Three Men on the Bummel,Jerome K. Jerome/Jeremy Lewis,4.08,0140437509,9780140437508,en-US,400,2318,182,11/25/1999,Penguin Classics
4929,Kafka on the Shore,Haruki Murakami/Philip Gabriel,4.14,1400079276,9781400079278,eng,467,225397,12452,1/3/2006,Vintage International
4933,The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Manuel Komroff/John Bayley,4.32,0451527348,9780451527349,eng,736,983,91,6/1/1999,Signet Classics
4934,The Brothers Karamazov,Fyodor Dostoyevsky/Fyodor Dostoevsky/Richard Pevear/Larissa Volokhonsky,4.32,0374528373,9780374528379,eng,796,191531,6795,6/14/2002,Farrar  Straus and Giroux
4935,The Brothers Karamazov,Fyodor Dostoyevsky/David McDuff,4.32,0140449248,9780140449242,eng,1013,1673,184,2/27/2003,Penguin Books Ltd
4936,The Brothers Karamazov,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.32,0679729259,9780679729259,eng,796,617,80,9/3/1991,Vintage Books USA
4938,The Brothers Karamazov,Fyodor Dostoyevsky/Simon Vance/Thomas R. Beyer Jr.,4.32,1596440791,9781596440791,eng,16,20,2,5/1/2005,Hovel Audio
4940,The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Maire Jaanus,4.32,159308045X,9781593080457,eng,720,1089,202,7/25/2004,Barnes  Noble Classics
4942,CliffsNotes on Dostoevsky's The Brothers Karamazov,James Lamar Roberts/Gary Carey,3.50,0764538136,9780764538131,en-GB,96,4,0,1/10/2003,Cliffs Notes
4943,Hungry Planet,Peter Menzel/Faith D'Aluisio,4.44,1580086810,9781580086813,eng,288,1455,193,10/1/2005,Material World
4944,The Very Hungry Caterpillar,Eric Carle,4.29,0399226907,9780399226908,eng,13,3945,262,3/23/1994,Philomel Books
4945,The Little Mouse  the Red Ripe Strawberry and the Big Hungry Bear,Don    Wood,4.32,0859533301,9780859533300,en-US,32,65,10,9/1/1996,Child's Play International
4947,One Hundred Hungry Ants,Elinor J. Pinczes/Bonnie Mackain,4.05,0395971233,9780395971239,en-US,32,2114,166,9/27/1999,HMH Books for Young Readers
4950,The Hungry Tide,Amitav Ghosh,3.95,061871166X,9780618711666,eng,333,11838,815,6/7/2006,Mariner Books
4951,Feeding the Hungry Heart: The Experience of Compulsive Eating,Geneen Roth,3.96,0452270839,9780452270831,eng,224,749,46,9/1/1993,Plume
4952,What Is the What,Dave Eggers,4.16,1932416641,9781932416640,eng,475,65767,6203,10/18/2006,McSweeney's
4953,A Heartbreaking Work of Staggering Genius,Dave Eggers,3.68,0375725784,9780375725784,eng,485,157572,8463,2/13/2001,Vintage
4954,You Shall Know Our Velocity!,Dave Eggers,3.63,1400033543,9781400033546,eng,401,25811,1463,7/1/2003,Vintage
4955,How We Are Hungry,Dave Eggers,3.75,1400095565,9781400095568,eng,224,12007,659,10/11/2005,Vintage
4956,How We Are Hungry: Stories,Dave Eggers,3.75,1932416137,9781932416138,eng,218,488,38,10/13/2004,McSweeney's
4963,Merry Christmas  Stinky Face,Lisa McCourt/Cyd Moore,3.97,0439635772,9780439635776,eng,32,20,3,10/1/2004,Scholastic
4964,Love You Until--,Lisa McCourt/Cyd Moore,4.50,0809166585,9780809166589,eng,32,4,0,12/3/2005,Paulist Press
4965,Year of Wonders,Geraldine Brooks,4.01,0142001430,9780142001431,eng,358,120736,8549,4/30/2002,Penguin Books
4966,The Wonder Years: Helping Your Baby and Young Child Successfully Negotiate the Major Developmental Milestones,Tanya Remer Altmann/American Academy of Pediatrics,3.51,0553804766,9780553804768,en-US,224,55,9,9/26/2006,Bantam Books
4978,Wolves of the Calla (The Dark Tower  #5),Stephen King/Bernie Wrightson,4.18,141651693X,9781416516934,eng,931,127168,2801,2/1/2006,Pocket Books
4979,A Man Without a Country,Kurt Vonnegut Jr./Daniel Simon,4.07,081297736X,9780812977363,eng,160,34339,2061,1/16/2007,Random House Trade Paperbacks
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
4983,Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),Harold Bloom/Terry Southern/David H. Goldsmith/James Lundquist/Lawrence R. Broer/Peter J. Reed/Loree Rackstraw/William S. Doxey/Jerome Klinkowitz/Richard Giannone/John L. Simons/Leonard Mustazza/Zoltan Ab di-Nagy/Peter Freese/Wendy B. Faris,4.35,0791071685,9780791071687,eng,258,28254,196,12/19/2002,Chelsea House Publications
4986,God Bless You  Dr. Kevorkian,Kurt Vonnegut Jr.,3.84,0743422007,9780743422000,eng,80,12754,558,5/22/2001,Washington Square Press
4987,Jailbird,Kurt Vonnegut Jr.,3.82,0385333900,9780385333900,eng,310,17881,593,1/12/1999,Dial Press Trade Paperback
4988,Fates Worse Than Death,Kurt Vonnegut Jr.,3.87,0425134067,9780425134061,en-US,240,3183,115,9/1/1992,Berkley
4989,The Red Tent,Anita Diamant,4.17,0312353766,9780312353766,eng,336,470858,15859,11/1/2005,St. Martin's Press
4990,Inside the Red Tent,Sandra Hack Polaski,3.96,0827230281,9780827230286,eng,100,181,16,7/1/2006,Chalice Press
4991,Anita Diamant's The Red Tent: A Reader's Guide,Ann Finding,4.13,0826415741,9780826415745,eng,88,440,55,9/7/2004,Bloomsbury Academic
4997,La Jeune fille à la perle,Tracy Chevalier/Marie-Odile Fortier-Masek,3.88,2070417948,9782070417940,fre,313,618,38,3/16/2002,Gallimard
4999,Iron Kingdom: The Rise and Downfall of Prussia  1600–1947,Christopher   Clark,4.14,0674023854,9780674023857,eng,776,2583,183,9/29/2006,Belknap Press of Harvard University Press
5004,Downfall (Dragonlance: Dhamon Saga  #1),Jean Rabe,3.68,0786918144,9780786918140,eng,397,878,9,3/1/2001,Wizards of the Coast
5005,Berlin: The Downfall  1945,Antony Beevor,4.29,0670886955,9780670886951,eng,489,244,17,1/1/2002,Viking Books
5008,El azul de la virgen,Tracy Chevalier,3.66,8466313591,9788466313599,spa,411,50,5,10/1/2004,Punto de Lectura
5015,Saturday,Ian McEwan,3.63,1400076196,9781400076192,eng,289,52576,3332,4/11/2006,Anchor
5027,I Love Saturdays y domingos,Alma Flor Ada/Elivia Savadier,4.05,068987409X,9780689874093,en-US,32,34,10,9/1/2004,Atheneum Books for Young Readers
5051,A Dangerous Fortune,Ken Follett,4.05,0330332651,9780330332651,eng,596,154,12,2/19/1999,MacMillan General Books
5053,The Man From St. Petersburg,Ken Follett,3.88,0451208706,9780451208705,eng,320,16057,663,6/3/2003,NAL
5055,Night Over Water,Ken Follett,3.82,0451211472,9780451211477,eng,448,14545,652,4/6/2004,NAL
5057,The Truth about the Drug Companies: How They Deceive Us and What to Do about It,Marcia Angell,3.95,0375760946,9780375760945,en-GB,319,666,72,8/9/2005,Random House Trade
5061,La verdad acerca de las Industrias Farmacéuticas: cómo nos engaña y qué hacer al respecto,Marcia Angell,3.95,9580493510,9789580493518,spa,324,3,0,12/1/2006,Norma
5062,Jackdaws,Ken Follett,3.97,0451219597,9780451219596,eng,416,20892,953,12/5/2006,NAL
5065,Whiteout,Ken Follett/David Tennant,3.58,1405052716,9781405052719,eng,4,13,1,9/1/2006,MacMillan Audio
5066,Jackdaws,Ken Follett,3.97,0451207521,9780451207524,eng,496,367,32,11/26/2002,Signet
5069,Battle Angel Alita - Last Order : Angel's Vision  Vol. 08,Yukito Kishiro,4.10,1421508656,9781421508658,eng,208,336,5,12/12/2006,VIZ Media LLC
5071,Battle Angel Alita - Last Order : Guilty Angel  Vol. 07,Yukito Kishiro,4.12,1421504332,9781421504339,eng,208,340,4,6/13/2006,VIZ Media LLC
5073,Gunnm Last Order  Tome 01,Yukito Kishiro,4.06,2723439801,9782723439800,fre,200,48,2,11/27/2002,Glénat
